"","Original_taxa"
"3139","Nepeta"
"3140","Marrubium"
"3141","Alhagi"
"3142","Asplenium subg. Phyllitis"
"3143","Anemone coronaria"
"3144","Larix"
"3145","Gentiana verna-type"
"3146","Adonis aestivalis"
"3147","Cytisus"
"3148","Salsola-type"
"3149","Orlaya"
"3150","Arctium"
"3151","Ranunculus aquatilis"
"3152","TetraÃ«dron"
"3153","Spiniferites"
"3154","Delitschia"
"3155","Lavatera"
"3156","Dioscorea"
"3157","Apium"
"3158","Neurospora"
"3159","Primula clusiana-type"
"3160","Coelastrum reticulatum"
"3161","Chaerophyllum temulum-type"
"3162","Herniaria"
"3163","Corydalis"
"3164","Listera-type"
"3165","Malva-type"
"3166","Fallopia"
"3167","cf. Cleome"
"3168","Cucumis melo"
"3169","Lamium album-type"
"3170","Solanum cf. S. nigrum-type"
"3171","Allium vineale-type"
"3172","Botrychium-type"
"3173","Centaurea montana-type"
"3174","Ruppia maritima"
"3176","Abies alba"
"3177","Polypodiophyta undiff. (monolete, without perine)"
"3178","Pistacia-type"
"3179","Eucalyptus tablets"
"3181","Cornaceae"
"3182","Cupressaceae-type"
"3183","Polypodiophyta undiff."
"3184","Geranium-type"
"3185","Myriophyllum cf. M. verticillatum"
"3186","Centaurea cf. C. cyanus-type"
"3187","Prunus spinosa"
"3188","Primulaceae undiff."
"3189","Chrysosplenium-type"
"3190","Myriophyllum cf. M. spicatum"
"3191","Poterium sanguisorba subsp. sanguisorba"
"3192","Oxyria digyna-type"
"3193","Menyanthes trifoliata-type"
"3194","Asphodelaceae"
"3195","Polypodiophyta (trilete) undiff."
"3196","Saxifragaceae undiff."
"3197","Centaurium-type"
"3198","Digitalis-type"
"3199","Achillea"
"3200","Centaurea montana"
"3201","cf. Euphorbia"
"3202","cf. Olea"
"3203","cf. Cedrus"
"3204","Centaurea cf. C. nigra-type"
"3205","cf. Myrtus"
"3206","cf. Viscum"
"3207","cf. Lonicera"
"3208","Eucalyptus suspension"
"3209","Oxyria-type"
"3210","Centaurea cf. C. scabiosa-type"
"3211","cf. Centaurium"
"3212","Bryophyta undiff."
"3213","Armeria maritima (type B)"
"3214","cf. Baldellia"
"3215","cf. Hypericum"
"3216","cf. Armeria (type A)"
"3217","cf. Alchemilla"
"3218","cf. Acorus"
"3219","cf. Epilobium"
"3220","cf. Succisa"
"3221","Euonymus europaeus"
"3222","cf. Daphne"
"3223","cf. Persicaria amphibia"
"3224","cf. Polygonum"
"3225","Pinus undiff."
"3226","cf. Parthenocissus"
"3227","Plantago maritima"
"3228","Pteridium-type"
"3229","Bistorta"
"3230","Ephedra undiff."
"3231","Brassica"
"3232","cf. Vicia"
"3233","Triticum"
"3234","Menyanthes-type"
"3235","Eriogonum-type"
"3236","Cotinus-type"
"3237","Polypodium-type"
"3238","cf. Pedicularis"
"3239","Bunium"
"3240","Anagallis arvensis-type"
"3241","Larix-type"
"3242","Helleborus-type"
"3243","Viola palustris-type"
"3244","Myriophyllum undiff."
"3245","Unknown undiff."
"3246","Achillea/Anthemis-type"
"3247","cf. Platanus"
"3248","Centaurea cf. C. cyanus/montana-type"
"3249","Clusiaceae/Hypericaceae cf. Hypericum"
"3250","Indeterminable (concealed)"
"3251","Thymelaeaceae cf. Daphne"
"3252","cf. Androsace"
"3253","Calligonum-type"
"3254","cf. Frangula/Bruckenthalia"
"3255","Fritillaria-type"
"3256","Consolida ambigua-type"
"3257","Anagallis tenella"
"3258","Anagallis arvensis"
"3259","Marrubium-type"
"3260","cf. Chrysosplenium"
"3261","cf. Samolus valerandi"
"3262","cf. Mercurialis"
"3263","Lithospermum"
"3264","cf. Sedum"
"3265","cf. Callitriche"
"3266","cf. Mentha"
"3267","cf. Myrica"
"3268","cf. Trichomanes"
"3269","cf. Elatine"
"3270","cf. Circaea"
"3271","cf. Larix"
"3272","cf. Sambucus"
"3273","Persicaria undiff."
"3274","cf. Onobrychis-type"
"3275","cf. Helianthemum"
"3276","Rosaceae cf. Geum"
"3277","cf. Rutaceae"
"3278","Helleborus viridis-type"
"3279","Anagallis-type"
"3280","Saxifragaceae-type"
"3281","Chaerophyllum"
"3282","Smyrnium"
"3283","Adiantum"
"3284","Osmunda-type"
"3285","Fumaria officinalis"
"3286","Volvocaceae"
"3287","Centaurium erythraea"
"3288","Sambucus racemosa"
"3289","Parnassia"
"3290","Rumex-type"
"3291","Microthyrium"
"3292","Alnus viridis-type"
"3294","Anthriscus cerefolium"
"3295","Hedysarum cf. H. hedysaroides"
"3296","Liliaceae-type undiff."
"3297","Vaccinium myrtillus"
"3298","Plantago alpina-type"
"3299","Unknown (cf. spore)"
"3300","Primula vulgaris-type"
"3301","Amaranthaceae (small)"
"3302","Polemoniaceae"
"3303","Pinus (large)"
"3304","Apiaceae (small)"
"3305","Caryophyllaceae (small)"
"3306","Apiaceae (large)"
"3307","Pinus (small)"
"3308","Poaceae (large)"
"3309","Poaceae (small)"
"3310","Athyrium"
"3311","Astragalus"
"3312","Apiaceae (medium)"
"3313","Illecebrum"
"3314","Symphoricarpos"
"3315","cf. Geum"
"3316","Quercus rotundifolia"
"3317","Phyteuma"
"3318","cf. Rhamnus"
"3319","Sarcobatus"
"3320","cf. Gentiana"
"3321","Mimulus"
"3322","cf. Ilex"
"3323","cf. Oxyria"
"3324","Stachys"
"3325","Caryophyllaceae (large)"
"3326","Apiaceae (apiculate)"
"3327","Koenigia"
"3328","cf. Rhus"
"3329","cf. Picea"
"3330","cf. Cornus"
"3331","Unknown (periporate)"
"3332","Lobelia-type"
"3333","Lamium-type"
"3334","Pteridophyta monoletes"
"3335","Maytenus-type senegalensis"
"3336","Juniperus Excelsa"
"3337","Pteridophyta triletes"
"3338","Achyranthes-type"
"3339","Suaeda-type monoica"
"3340","Justicia-type anselliana"
"3341","Maerva-type"
"3342","Erythrococca-type"
"3343","Commelina-type benghalensis"
"3344","Allophylus-type"
"3345","Ambrosieae"
"3346","Pupalia-type"
"3347","Sericocomopsis-type"
"3348","Pilea-type bambuseti"
"3349","Phyllanthus-type reticulatus"
"3350","Dichrostachys-type"
"3351","Schefflera"
"3352","Mitragyna-type"
"3353","Cissus-type quadrangularis"
"3354","Clerodendrum"
"3355","Kohautia-type caespitosa"
"3356","Bryophyta anthocerotaceae"
"3357","Commiphora Boiviniana-type"
"3358","Buddleia"
"3360","Alisma-type plantago-aquatica"
"3361","Schefflera abyssinica"
"3362","Brucea antidysenterica"
"3363","Rubia-type"
"3364","Justicia-type odora"
"3365","Acanthus-type"
"3366","Canthium-type schimperianum"
"3367","Polyscias fulva-type"
"3368","Blighia-type unijugata"
"3369","Trema-type orientalis"
"3370","Elaeophorbia-type drupifera"
"3371","Flueggea-type virosa"
"3372","Laportea-type aestuans"
"3373","Zea mais"
"3374","Zanthoxylum-type usambarense"
"3375","Cyphostemma-type"
"3376","Crateva-type adansonii"
"3377","Cyathula-type orthacantha"
"3378","Olea europaea ssp africana"
"3379","Protea-type"
"3380","Salvadora-type persica"
"3381","Pterolobium stellatum"
"3382","Shirakia-type elliptica"
"3383","Indigofera-type schimperi"
"3384","Phyllanthus engleri-type"
"3385","Potamogeton thunbergii-type"
"3386","Rubia-type cordifolia"
"3387","Aphania-type senegalensis"
"3388","Clutia"
"3389","Buxus hildebrandtii-type"
"3390","Hymenodictyon-type floribundum"
"3391","Schefflera abyssinica-type"
"3392","Asparagus buchananii-type"
"3393","Borassus-type aethiopium"
"3394","Hallea-type rubrostipulata"
"3395","Dichrostachys cinerea-type"
"3396","Maesa lanceolata-type"
"3397","Kotschya-type"
"3398","Vepris-type dainellii"
"3399","Psydrax-type schimperiana"
"3400","Schefflera myriantha-type"
"3401","Cordia africana-type"
"3402","Serichostachys-type scandens"
"3403","Potamogeton pectinatus-type"
"3404","Allophylus abyssinicus-type"
"3405","Jasminum floribundum-type"
"3406","Cocculus-type"
"3407","Vepris-type nobilis"
"3408","Mimulopsis-type"
"3409","Pupalia-type lappacea"
"3410","Cerastium-type octandrum"
"3411","Cassia-type mimosoides"
"3412","Cyathea"
"3413","Margaritaria-type discoidea"
"3414","Psilotrichum elliottii-type"
"3415","Lantana-type viburnoides"
"3416","Senecio-type mannii"
"3417","Cissampelos-type mucronata"
"3418","Tephrosia-type uniflora"
"3419","Rhynchosia-type malacophylla"
"3420","Pappea-type capensis"
"3421","Juniperus procera-type"
"3422","Nuxia/dobera"
"3423","Syzygium-type"
"3424","Phytolacca"
"3425","Trilepisium-type madagascariensis"
"3426","Vahlia somalensis-type"
"3427","Portulacaceae undiff."
"3428","Bersama abyssinica-type"
"3429","Brucea antidysenterica-type"
"3430","Rosa abyssinica-type"
"3431","Sapindaceae undiff."
"3432","Anthocerotaceae undiff."
"3433","Polygala-type"
"3434","Phyllanthus-type amarus"
"3435","Steganotaenia-type"
"3436","Dipsacus-type pinnatifidus"
"3437","Galiniera-type saxifraga"
"3438","Combretaceae undiff."
"3439","Celastraceae/Hippocrateaceae undiff."
"3440","Acanthaceae undiff."
"3441","Dombeya-type"
"3442","Cucurbitaceae undiff."
"3443","Prunus africana-type"
"3444","Araliaceae undiff."
"3445","Trichocladus ellipticus-type"
"3446","Thymelaeaceae undiff."
"3447","Salix subserrata-type"
"3448","Ebenaceae undiff."
"3449","Corchorus-type fascicularis"
"3450","Dyschoriste-type"
"3451","Balanites rotundifolia-type"
"3452","Grewia-type tenax"
"3453","Vernonieae undiff."
"3454","Cyathea-type manniana"
"3455","Isoglossa"
"3457","Swertia-type kilimandscharica"
"3458","Dorstenia foetida-type"
"3459","Ranunculus stagnalis-type"
"3460","Carissa-type edulis"
"3461","Tacazzea-type apiculata"
"3462","Tarenna-type graveolens"
"3463","Gunnera perpensa"
"3464","Lactuceae undiff."
"3465","Stoebe kilimandscharica-type"
"3466","Vepris-type daniellii"
"3467","Adenium"
"3468","Aloe-type"
"3469","Anopyxis-type klaineana"
"3470","Apocynaceae undiff. [undefined]"
"3471","Bombax buonopozense-type"
"3472","Bridelia ferruginea-type"
"3473","Cadaba-type"
"3474","Cassia-type italica"
"3475","Catunaregam-type"
"3476","Celosia argentea-type"
"3477","Chlorophytum-type"
"3478","Cleome-type"
"3479","Convolvulaceae undiff. (Cressa type)"
"3480","Ekebergia-type capensis"
"3481","Euphorbiaceae undiff. [undefined]"
"3482","Fluegga virosa"
"3483","Hallea-type"
"3484","Hymenocardia acida-type"
"3485","Irvingia-type"
"3486","Ixora-type brachypoda"
"3487","Lamiaceae undiff. [undefined]"
"3488","Lawsonia-type inermis"
"3489","Ludwigia-type"
"3490","Mansonia altissima-type"
"3492","Monoletes undiff. [undefined]"
"3493","Nauclea-type"
"3494","Nymphea lothus-type"
"3495","Pausinystalia-type [undefined]"
"3496","Pausinystalia-type"
"3497","Paveta eliotti-type"
"3498","Phyllanthus-type"
"3499","Prosopis-type africana"
"3500","Pycnanthus angolensis-type"
"3501","Rubiaceae undiff. [undefined]...97"
"3502","Rubiaceae undiff. [undefined]...98"
"3503","Rubiaceae undiff. [undefined]...99"
"3504","Sapotaceae undiff. Argania spinosa"
"3505","Sapotaceae undiff. Chrysophylum"
"3506","Sapotaceae undiff. Sideroxylon-type"
"3507","Scrophulariaceae undiff. Stemodia serrata-type"
"3508","Striga-type hermonthica"
"3509","Syzygium-type guineense"
"3510","Tephrosia uniflora-type"
"3511","Triletes undiff. [undefined]"
"3512","Uncaria-type africana"
"3513","Urticaceae undiff. [undefined]...118"
"3514","Urticaceae undiff. [undefined]...119"
"3515","Vernoniae undiff."
"3516","Zanthoxylum-type"
"3517","Zygophillum simplex-type"
"3518","Tracheophyta undiff. (aquatic plants)"
"3519","Amannia-type"
"3520","Mitragyna stipulosa-type"
"3521","Spermacoce radiata"
"3522","Afraegle paniculata"
"3523","Casuarina equisetifolia"
"3524","Cissampelos mucronata"
"3525","Clerodendron"
"3526","Justicia odora-type"
"3527","Paullinia-type"
"3528","Piliostigma reticulatum"
"3529","Spondias monbin"
"3530","Artemisia herba-alba"
"3531","Potamogetonaceae"
"3532","Hippocastanoideae"
"3533","Tamaricaceae"
"3534","Poaceae >40"
"3535","Hildebrantia"
"3536","cf. Nuxia"
"3537","Unknowns various"
"3538","Teclea"
"3539","Papilionoideae undiff."
"3540","Unknown tetracolpate"
"3541","Spores monolete"
"3542","Podocarpus falcatus"
"3543","Typha type-angustifolia"
"3544","Poaceae <40"
"3545","Acacia group III"
"3546","Dodonaea angustifolia"
"3547","Acacia group I"
"3548","Carissa"
"3549","Tapithus"
"3550","Senna"
"3551","Lamiaceae hexacolpate"
"3552","cf. Rosa"
"3553","Ranunculaceae/Papaveraceae undiff."
"3554","Spores trilete"
"3555","Lamiaceae tricolpate"
"3556","Bersama"
"3557","Polyschias"
"3558","Lactucoideae"
"3559","Trilepisium"
"3560","cf. Kedrostis"
"3561","Ekebergia"
"3562","cf. Svensonia"
"3563","Apodytes"
"3564","Asteraceae: Asteroideae"
"3565","Asteraceae: Lactucoideae"
"3566","Botryococcus braunii"
"3567","Cordia abyssinica"
"3568","Fabaceae: Papilionoideae undiff."
"3569","Lemnaceae"
"3570","Menispermaceae cf. Cissampelos"
"3571","Olaceae cf. Ximenia"
"3572","Passifloraceae cf. Adenia"
"3573","Rosaceae cf. Rosa"
"3574","Spores: monolete"
"3575","Spores: trilete"
"3576","Trilepsium"
"3577","Unknowns: various"
"3580","Arboreal pollen"
"3581","Non-arboreal pollen"
"3582","Rhus tripartita-type"
"3583","Quercus ithaburensis-tp"
"3584","Phillyrea latifolia"
"3585","Quercus calliprinos-type"
"3586","Fraxinus syriaca-type1"
"3587","Fraxinus syriaca-type"
"3588","Platanus1"
"3589","Populus1"
"3590","Salix1"
"3591","Ulmus1"
"3592","Juglans1"
"3593","Castanea1"
"3594","Alnus1"
"3595","Betula1"
"3596","Carpinus betulus-type"
"3597","Carpinus betulus-type1"
"3598","Corylus1"
"3599","Ostrya-type1"
"3600","Betulaceae1"
"3601","Betulaceae indet."
"3602","Casuarina1"
"3603","Eucalyptus1"
"3604","Acer1"
"3605","Amygdalus-type1"
"3606","Amygdalus-type"
"3607","Arbutus1"
"3608","Hedera1"
"3609","Hippophae1"
"3610","Hippophae"
"3611","Lonicera1"
"3612","Loranthus1"
"3613","Morus1"
"3614","Periploca1"
"3615","Rhamnus1"
"3616","Rubus-type1"
"3617","Rubus-type"
"3618","Sambucus nigra-type1"
"3619","Styrax1"
"3620","Tamarix1"
"3621","Vitis1"
"3622","Ziziphus-type1"
"3623","...81"
"3624","Chenopodiaceae1"
"3625","Atriplex-type1"
"3626","Aellenia-type1"
"3627","Noaea-type1"
"3628","Agathophora-type1"
"3629","Artemisia1"
"3630","Ephedra aphylla-type"
"3631","Ephedra aphylla-type1"
"3632","Ephedra distachya-type1"
"3633","Thymelaea1"
"3634","Thymelaeaceae indet."
"3635","Thymelaeaceae1"
"3636","Ricinus1"
"3637","Sarcopoterium-type1"
"3638","Sanguisorba officinalis1"
"3639","Rheum1"
"3640","Calligonum1"
"3641","Rumex1"
"3642","Plantago cretica-type"
"3643","Plantago cretica-type1"
"3644","Plantago coronopus-type1"
"3645","Plantago cylin./ovata-t1"
"3646","Plantago cylin./ovata-tp"
"3647","Plantago lagop./lanc.-t1"
"3648","Plant. lagop./lanc.-type"
"3649","Plantago psyllium-type1"
"3650","Plantago indet."
"3651","Plantago indet.1"
"3652","Emex"
"3653","Emex1"
"3654","Mercurialis annua-type1"
"3655","Theligonum1"
"3656","Other Gramineae"
"3657","Gramineae1"
"3658","Cerealia-type"
"3659","Cerealia-type1"
"3660","Liguliflorae indet."
"3661","Compositae Liguliflorae1"
"3662","Tubuliflorae indet."
"3663","Compositae Tubuliflorae1"
"3664","Anthemis-type1"
"3665","Calendula-type1"
"3666","Carlina-type1"
"3667","Carthamus-type1"
"3668","Carduus-type1"
"3669","Centaurea solstitialis-t"
"3670","Centaurea solstitialis-1"
"3671","Centaurea verutum-type"
"3672","Centaurea verutum-type1"
"3673","Centaurea cyanoides-type"
"3674","Centaurea cyanoides-typ1"
"3675","Centaurea eringioides-tp"
"3676","Centaurea eryngioides-t1"
"3677","Centaurea jacea-type1"
"3678","Centaurea indet."
"3679","Centaurea1"
"3680","Cirsium-type1"
"3681","Cousinia1"
"3682","Echinops-type1"
"3683","Filago-type1"
"3684","Gundelia-type"
"3685","Gundelia-type1"
"3686","Inula-type1"
"3687","Jurinea-type"
"3688","Jurinea-type1"
"3689","Onopordon-type"
"3690","Onopordon-type1"
"3691","Senecio-type1"
"3692","Xanthium-type1"
"3693","Umbelliferae indet."
"3694","Umbelliferae1"
"3695","Astoma-type"
"3696","Astoma-type1"
"3697","Apium-type1"
"3698","Bunium-type1"
"3699","Bupleurum-type1"
"3700","Eryngium-type1"
"3701","Ferula-type1"
"3702","Pimpinella-type1"
"3703","Scandix-type"
"3704","Scandix-type1"
"3705","Synelcosciadium-type"
"3706","Synelcosciadium-type1"
"3707","Turgenia-type1"
"3708","Psoralea1"
"3709","Retama-type1"
"3710","other Papilionaceae"
"3711","Papilionaceae1"
"3712","Astragalus-type1"
"3713","Lathyrus-type1"
"3714","Onobrychis-type1"
"3715","Ononis-type1"
"3716","Prosopis1"
"3717","Retama-type"
"3718","Trifolium-type1"
"3719","Vicia-type1"
"3720","other Cruciferae"
"3721","Cruciferae1"
"3722","Matthiola-type1"
"3723","Acanthus1"
"3724","Leontice1"
"3725","Boraginaceae1"
"3726","Boraginaceae indet."
"3727","Anchusa1"
"3728","Echium-type1"
"3729","Heliotropium-type1"
"3730","Campanulaceae indet."
"3731","Campanulaceae1"
"3732","Asyneuma-type"
"3733","Asyneuma-type1"
"3734","Campanula1"
"3735","Humulus/Canabis"
"3736","Humulus/Cannabis1"
"3737","Viburnum-type1"
"3738","Caryophyllaceae indet."
"3739","Caryophyllaceae1"
"3740","Gymnocarpos-type"
"3741","Gymnocarpos-type1"
"3742","Gypsophila-type1"
"3743","Minuartia-type1"
"3744","Silene-type1"
"3745","Cistaceae indet."
"3746","Cistaceae1"
"3747","Helianthemum1"
"3748","Cistus incanus-type1"
"3749","Cistus salvifolius-type"
"3750","Cistus salvifolius-type1"
"3751","Convolvulus1"
"3752","Cuscuta1"
"3753","Sedum1"
"3754","Datisca1"
"3755","Dipsacaceae indet."
"3756","Dipsacaceae1"
"3757","Cephalaria1"
"3758","Knautia-type"
"3759","Knautia-type1"
"3760","Pterocephalus"
"3761","Pterocephalus1"
"3762","Scabiosa palaestina-type"
"3763","Scabiosa palaestina-typ1"
"3764","Scabiosa prolifera-type"
"3765","Scabiosa prolifera-type1"
"3766","Ericaceae indet."
"3767","Ericaceae1"
"3768","Crozophora1"
"3769","Euphorbia1"
"3770","Erodium1"
"3771","Geranium1"
"3772","Hypericum triquetrif.-tp"
"3773","Hypericum triquetrif.-t1"
"3774","Crocus1"
"3777","Mentha-type1"
"3778","Salvia1"
"3779","Stachys-type1"
"3780","Teucrium-type1"
"3781","Liliaceae indet."
"3782","Liliaceae1"
"3783","Androcymbium-type"
"3784","Androcymbium-type1"
"3785","Allium1"
"3786","Asparagus officinalis"
"3787","Asparagus officinalis1"
"3788","Asphodelus microca.-type"
"3789","Asphodelus microcarp.-t1"
"3790","Asphodeline1"
"3791","Bellevalia-type1"
"3792","Colchicum-type1"
"3793","Gagea chlorantha-type1"
"3794","Gagea comutata-type1"
"3795","Scilla-type1"
"3796","Sisyrinchium1"
"3797","Tulipa-type1"
"3798","Linum1"
"3799","Malva-type1"
"3800","Myrtus1"
"3801","Limonium1"
"3802","Hypecoum1"
"3803","Papaver1"
"3804","Polygonaceae indet."
"3805","Polygonaceae1"
"3806","Polygonum equistif.-type"
"3807","Polygonum equisetif.-tp1"
"3808","Androsace1"
"3809","Cyclamen persicum-type"
"3810","Cyclamen persicum-type1"
"3811","Lysimachia1"
"3812","Ranunculaceae1"
"3813","Ranunculaceae indet."
"3814","Anagallis1"
"3815","Adonis1"
"3816","Anemone coronaria-type1"
"3817","Anemone coronaria-type"
"3818","Ceratocephala-type1"
"3819","Clematis1"
"3820","Delphinium-type1"
"3821","Nigella1"
"3822","Ranunculus asiaticus-typ"
"3823","Ranunculus asiaticus-tp1"
"3824","Ranunculus millefolius-1"
"3825","Ranunculus millefolius-t"
"3826","Ranunculus scleratus-tp1"
"3827","Thalictrum1"
"3828","Ochradenus-type1"
"3829","Reseda alba-type1"
"3830","Reseda alba-type"
"3831","Reseda lutea-type1"
"3832","Rosaceae1"
"3833","Filipendula1"
"3834","Potentilla-type1"
"3835","Rubiaceae1"
"3836","Haplophyllum1"
"3837","Scrophularia1"
"3838","Scrophularia"
"3839","Rhinanthus-type1"
"3840","Veronica1"
"3841","Scrophulariaceae1"
"3842","Lycium1"
"3843","Solanum dulcamara1"
"3844","Solanum incanum-type1"
"3845","Solanum nigrum1"
"3846","Urtica pilulifera1"
"3847","other Urticaceae"
"3848","Urticaceae1"
"3849","Valeriana1"
"3850","Valerianaceae indet."
"3851","...402"
"3852","Polygonum lapathif.-type"
"3853","Sagittaria1"
"3854","Phyla1"
"3855","Phyla"
"3856","Butomus1"
"3857","Myriophyllum spicatum-t1"
"3858","Myriophyllum spicatum-tp"
"3859","Myriophyllum vert.-type1"
"3862","Pediastrum clathratum"
"3863","Pediastrum indet."
"3864","Indet. trilete spore"
"3865","Indeterminata"
"3869","Hippophae rhamnoides"
"3870","Paliurus spina-christi"
"3871","Artemisia...43"
"3872","Artemisia...44"
"3873","Chenopodiaceae/Amaranthaceae...45"
"3874","Chenopodiaceae/Amaranthaceae...46"
"3875","Chenopodiaceae/Amaranthaceae...47"
"3876","Chenopodiaceae/Amaranthaceae...48"
"3877","Aellenia-type"
"3878","Anisosciadium"
"3879","Aster-type...60"
"3880","Aster-type...61"
"3881","Aster-type...62"
"3882","Aster-type...63"
"3883","Centaurea nigra-type...72"
"3884","Centaurea nigra-type...73"
"3885","Cichorium-type"
"3886","Compositae subf. Asteroideae"
"3887","Compositae subf. Cichorioideae"
"3888","Cruciferae...83"
"3889","Cruciferae...84"
"3890","Cruciferae...85"
"3891","Cruciferae...86"
"3892","Dipsacaceae...89"
"3893","Dipsacaceae...90"
"3894","Leguminosae...101"
"3895","Leguminosae...102"
"3896","Liliaceae-type...104"
"3897","Liliaceae-type...105"
"3898","Lilium martagon-type"
"3899","Plantago tenuiflora"
"3900","Polycnemum/Paronychia"
"3901","Polygonum persicaria-type"
"3902","Ranunculus acris-type...132"
"3903","Ranunculus acris-type...133"
"3904","Ranunculus asiaticus"
"3905","Rumex aquaticus/R. hydrolapathum"
"3906","Serratula-type...146"
"3907","Serratula-type...147"
"3908","Stachys sylvatica-type"
"3909","Umbelliferae...155"
"3910","Umbelliferae...156"
"3911","Umbelliferae...157"
"3912","Umbelliferae...158"
"3913","Umbelliferae...159"
"3914","Umbelliferae...160"
"3915","Viscum album"
"3916","Indeterminable: unknown"
"3917","Ranunculus flammula-type"
"3918","TLP"
"3919","Vaccinium-type"
"3920","Ostrya/Carpinus betulus-type"
"3921","Liliaceae sensu lato"
"3922","cf. Plantago"
"3923","Indeterminable (immature)"
"3924","Ranunculus lanuginosus-type"
"3926","cf. Pterocarya fraxinifolia"
"3927","Selaginella willdenowii"
"3928","Blackstonia-type"
"3929","Papaver argemone"
"3930","Buglossoides arvensis"
"3931","Genista group"
"3932","Spiniferites cruciformis"
"3933","Dipsacus/Cephalaria"
"3934","Rumex aquaticus-type"
"3935","cf. Ranunculaceae"
"3936","cf. Phillyrea"
"3937","cf. Carya"
"3938","Alchemilla group"
"3939","Arum"
"3940","Rhinanthus group"
"3941","Plantaginaceae undiff."
"3942","Populus-type"
"3943","Atropa-type"
"3945","Plantago lanceolata/P. lagopus"
"3946","Chenopodium sp."
"3947","Senecio sp."
"3948","Vicia/Lathyrus"
"3949","Persicaria"
"3950","Hedysarum-type"
"3951","Rubiaceae cf. Galium"
"3952","Lavatera-type"
"3953","Berberis-type"
"3954","Typha/Sparganium undiff."
"3955","Prunus sp."
"3956","Morus-type"
"3957","Asphodelus/Asphodeline"
"3958","Spergula/Spergularia"
"3959","Cuscuta europaea-type"
"3960","Trifolium undiff."
"3961","Viburnum undiff."
"3962","Gentiana undiff."
"3963","Saxifraga aizoides"
"3964","Centaurea cf. C. cyanus"
"3965","Convolvulus undiff."
"3966","Primula-type"
"3968","Sphagnum-type"
"3969","Utricularia minor"
"3970","Sambucus undiff."
"3971","Ribes-type"
"3972","Ruppia maritima-type"
"3973","Saxifraga undiff."
"3974","Dracunculus"
"3975","Glaucium-type"
"3976","Carya-type"
"3977","Crocus-type"
"3978","Valeriana-type"
"3979","Pilularia"
"3980","Oxalis-type"
"3981","Aidia-type micrantha"
"3982","Lantana-type virbunoides"
"3983","Aningeria-type"
"3984","Psilotrichum-type elliottii"
"3985","Trichodesma zeylanicum-type"
"3986","Corbichonia-type decumbens"
"3987","Lepisanthes-type senegalensis"
"3988","Canthium schimperianum-type"
"3989","Spiniluma-type oxyacantha"
"3990","Rapanea melanophloeos"
"3991","Tetraploa aristata (type 89, HdV)"
"3992","cf. Richonia variospora (type 140, HdV)"
"3993","Fungi (type 8B, HdV)"
"3994","Fungi (type 120, HdV)"
"3995","Unknown (type 492, HdV)"
"3996","Algae? (type 225, HdV)"
"3997","Diporotheca rhizophila (type 143, HdV)"
"3998","Animalia (type 532, HdV)"
"3999","Unknown (type 119, HdV)"
"4000","Unknown (type 150, HdV)"
"4001","Trichocladium opacum (type 10A, HdV)"
"4002","Fungi (type 972, HdV)"
"4003","Indeterminable (unidentified)"
"4004","Glomus cf. G. fasciculatum (type 207, HdV)"
"4005","Fungi (type 361, HdV)"
"4006","Fungi (type 145, HdV)"
"4007","Coniochaeta ligniaria (type 172, HdV)"
"4008","Fungi (type 324, HdV)"
"4009","Cuscuta epithymum"
"4010","Pleospora sp. (type 3B, HdV)"
"4011","Brachysporium (type HdV-359)"
"4012","Closterium idiosporum-type (type 60, HdV)"
"4013","Ustulina deusta (type 44, HdV)"
"4014","Bryophyta (type 340, HdV)"
"4015","Fungi (type 411, HdV)"
"4016","Sordariaceae? (type 205, HdV)"
"4017","Fungi (type 123, HdV)"
"4018","Avena/Triticum"
"4019","Hordeum group"
"4020","Unknown (type 159, HdV)"
"4021","Fungi (type 11, HdV)"
"4022","Gratiola officinalis"
"4023","Fungi (type 367, HdV)"
"4024","Bactrodesmium-type (type 502, HdV)"
"4025","Rhabdocoela (type 353, HdV)"
"4026","Copepoda (type 179, HdV)"
"4027","Fungi (type 970, HdV)"
"4028","Fungi (type 83, HdV)"
"4029","Fungi (type 364, HdV)"
"4030","Alona rustica (type 72, HdV)"
"4031","Fungi (type 174, HdV)"
"4032","Algae (type 170, HdV)"
"4033","Podospora sp./Zopfiella sp. (type 466, HdV)"
"4034","Algae (type 601, HdV)"
"4035","Sporormiella (type 113, HdV)"
"4036","Legousia"
"4037","Neurospora crassa (type 55C, HdV)"
"4038","Ustilago"
"4039","Unknown (type 519, HdV)"
"4040","Caryospora"
"4041","Algae (type 146, HdV)"
"4042","Unknown (type 69, HdV)"
"4043","Clasterosporium caricinum (type 126, HdV)"
"4044","Fungi (type 17, HdV)"
"4045","cf. Hydrocharis"
"4046","Fungi (type 92, HdV)"
"4047","cf. Chamaerops"
"4048","Glyptotendipes pallens group (type 509, HdV)"
"4049","Fungi (type 350, HdV)"
"4050","Unknown (type 222, HdV)"
"4051","Fungi (type 20, HdV)"
"4052","Fungi (type 312, HdV)"
"4053","Fungi (type 204, HdV)"
"4054","Myrtus/Eucalyptus"
"4055","Ostrya carpinifolia/Carpinus orientalis"
"4056","Unknown (trilete, roughly verrucate)"
"4057","Unknown (trilete, smoothly verrucate)"
"4058","Nigella-type"
"4059","Galega-type"
"4060","Persicaria lapathifolia"
"4061","Gloeotrichia"
"4062","Poterium"
"4063","Rumex aquaticus"
