"sample_name","depth","Hagenia","Acacia t.","Acalypha","Acanthaceae undif.","Acanthus","Adenium","Aerva type","Aizoaceae t.","Alchemilla t.","Allophylus t.","Amaranthaceae undif.","Anthoceros t.","Anthospermum","Apiaceae undif.","Apodytes dimidiata","Araliaceae undif.","Artemisia","Asteroideae undif.","Balanites","Bersama","Brassicaceae","Buxus","Caesalpiniaceae undif.","Capparaceae undif.","Cardueae undif.","Carissa","Caryophyllaceae undif.","Caucanthus","Celastraceae/Hippocrateaceae undiff.","Celtis","Centaurea","Cichorieae","Cissus t.","Clematis-type","Combretaceae","Commelina","Commiphora","Crassocephalum-type montuosum","Cucurbitaceae undif.","Cupressaceae","Cussonia","Cyperaceae","Digera-type muricata","Diospyros/Euclea t.","Dipsacaceae","Dodonaea","Dombeya","Dyschoriste-type","Ekebergia","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Fern","Ficus","Galiniera","Grewioideae","Gunnera perpensa","Hydrocotyle","Hypericum undif.","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Ipomoea","Isoglossa","Jatropha/Croton","Kohautia","Lamiaceae undif.","Lannea","Macaranga","Maesa","Malva undif.","Menispermaceae undif.","Mimulopsis-type","Mitragyna/Hallea","Monoletes","Morella","Myriophyllum alterniflorum t.","Myrsine africana","Nuxia t.","Nymphaea","Olea t.","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phytolacca","Pilea-type bambuseti","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Polyscias","Portulacaceae t.","Potamogeton","Proteaceae","Prunus t.","Psydrax","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Ricinus","Rosa t.","Rubia-type","Rubiaceae undif.","Rumex t.","Salix","Sapindaceae undif.","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Solanaceae undif.","Solanum","Steganotaenia-type","Stoebe kilimandscharica-type","Swertia-type kilimandscharica","Syzygium t.","Tacazzea","Tamarix","Tarenna-type graveolens","Teclea","Thalictrum","Thymelaeaceae undif.","Trema","Tribulus","Trichocladus ellipticus-type","Trilepisium","Triletes","Typha","Urtica t.","Vahlia","Vepris-type daniellii","Vernonieae","Zanthoxylum"
NA,"11210",NA,"    0","    0","    0","    0","    0","    0","    0","    0","    0","   26","    0","    0","    0","    0","    0","   67","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","  190","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    2","   62","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   38","   17","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
NA,"11300",NA,"    0","    0","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    0","    0","    0","   15","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   83","    0","    0","    0","    1","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   23","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    9","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","  178","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0"
NA,"11400",NA,"    2","    0","    0","    0","    0","    0","    0","    0","    0","   37","    0","    2","    0","    0","    1","  133","   14","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    0","    0","    0","   67","    0","    1","    0","    0","    0","    0","    0","    0","    9","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   70","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    4","    0","    0","    1","    0","    5","    0","    0","    0","    0","    0","    0","    0","  118","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0"
NA,"11500","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   61","    0","    0","    0","    0","    0","  193","   14","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    1","    0","  328","    0","    0","    0","    0","    0","    0","    0","    2","   24","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  102","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","   10","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    1","  476","   12","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    1"
NA,"11600",NA,"    1","    0","    0","    0","    0","    0","    0","    0","    0","   32","    0","    0","    2","    0","    0","  122","    9","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","  173","    0","    0","    0","    2","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   40","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    7","    0","    0","    1","    0","   10","    1","    2","    0","    0","    0","    0","    0","  197","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","    0","    0"
NA,"11725",NA,"    2","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","    3","    0","    0","    0","   46","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    5","    0","  241","    0","    0","    0","    3","    0","    0","    0","    1","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   31","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    5","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","  182","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","   32","    0","    0","    0","    0","    0"
NA,"11810",NA,"    1","    0","    0","    0","    0","    0","    0","    0","    0","   26","    0","    0","    0","    0","    0","   42","    4","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","  204","    0","    0","    0","    3","    0","    0","    0","    0","    7","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   32","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    6","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    1","  223","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   21","    0","    0","    0","    0","    0"
NA,"11910",NA,"    0","    0","    0","    0","    0","    0","    0","    0","    0","   18","    0","    0","    0","    0","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","  132","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   18","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    1","    0","    8","    0","    3","    0","    0","    0","    0","    0","  224","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0"
NA,"12000","    1","    0","    0","    0","    0","    0","    6","    0","    0","    1","   17","    0","    1","    1","    0","    0","   43","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","  220","    0","    0","    0","    4","    0","    0","    0","    0","   14","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","  265","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    3","    0","    0","    0","    0","    0"
NA,"12100","    2","    0","    0","    0","    0","    0","    0","    0","    2","    0","    8","    0","    0","    0","    0","    0","   50","    3","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    4","    0","  392","    0","    0","    0","    2","    0","    0","    0","    0","    5","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   61","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   13","    0","    0","    0","    0","    5","    0","    0","    0","    0","    2","    0","    1","   92","   10","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    1","    0","    0","    1","    0"
NA,"12200","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","   14","    1","    0","    0","    0","    0","   49","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","  314","    0","    0","    0","    1","    0","    0","    0","    0","   10","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   55","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    2","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","  115","   11","    0","    0","    1","    0","    0","    1","    2","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    4","    2","    0","    0","    0","    0"
NA,"12300","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","   14","    0","    1","    0","    0","    0","    9","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","  242","    0","    0","    0","    6","    2","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   55","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","   13","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    4","  100","    5","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    1","    0","    0","    0","    0"
NA,"12400",NA,"    0","    2","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    1","    0","    0","   17","    2","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    8","    0","  247","    0","    1","    0","    3","    1","    0","    0","    0","    9","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","   43","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    7","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","  165","    7","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0"
NA,"12500","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","    0","    0","    0","    0","   16","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    1","  273","    0","    0","    0","    1","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   36","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   10","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","  152","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    1","    0","    0","    1","    0"
NA,"12600","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    2","    0","    0","    0","    0","   20","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","   25","    0","  129","    0","    0","    0","    2","    0","    0","    0","    0","   14","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   25","    0","    1","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    2","   10","    0","    2","    4","    0","    9","    0","    0","    0","    0","    0","    0","    1","  170","    9","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   20","    0","    0","    0","    0","    0"
NA,"12700",NA,"    1","    0","    0","    0","    0","    0","    0","    0","    0","    9","    4","    0","    0","    1","    0","    7","    6","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","  136","    0","    0","    0","    0","    1","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   33","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","   17","   14","    0","    1","    0","    0","   10","    0","    0","    0","    0","    0","    0","    3","  225","   58","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   21","    1","    0","    0","    0","    0"
NA,"12800","    2","    0","    0","    0","    0","    0","    3","    0","    0","    0","    3","    4","    1","    0","    0","    0","    3","    2","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    1","    1","    0","    0","    0","    0","    2","    0","    0","    0","    0","    5","    0","  135","    0","    0","    0","    1","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   28","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","   13","   10","    0","    1","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","  212","   61","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   19","    2","    0","    0","    0","    0"
NA,"12900","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    1","    0","    0","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","  176","    0","    0","    0","    2","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   24","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    5","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","  230","   35","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   62","    0","    0","    0","    1","    0"
NA,"13000",NA,"    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  196","    0","    0","    0","    0","    0","    0","    0","    0","   16","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","   13","    0","    0","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","  232","   95","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","   26","    0","    0","    0","    0","    0"
NA,"13100","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    5","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","  173","    0","    0","    0","    2","    0","    0","    0","    0","    4","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   29","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","   20","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    1","  195","   43","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","   37","    0","    0","    0","    2","    0"
NA,"13200","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","   13","    1","    1","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","  137","    0","    0","    0","    2","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   10","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","  182","   32","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","   60","    0","    0","    0","    0","    0"
NA,"13400","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    3","    0","    1","    0","    0","    2","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","  142","    0","    3","    0","    3","    0","    0","    0","    0","   13","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   37","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","   28","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","  330","   17","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    7","    0","    0","    0","    1","    0"
NA,"13510",NA,"    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    4","    0","    3","    0","    1","    0","    5","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    9","    0","   86","    0","    0","    0","    1","    0","    0","    0","    0","   35","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","   30","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    1","    0","   25","   13","    0","    0","    0","    0","   16","    0","    0","    0","    0","    0","    0","    0","  280","   24","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    4","    0","    0","    0","    0","    0"
NA,"13600","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    6","    0","    1","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","   78","    0","    1","    0","    2","    0","    0","    0","    0","   33","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   27","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    1","   20","   20","    0","    0","    1","    0","   12","    0","    0","    0","    0","    0","    0","    1","  320","   24","    0","    0","    0","    0","    0","    5","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    3","    0","    0","    0","    1","    0"
NA,"13700","    2","    0","    1","    0","    0","    0","    1","    0","    0","    1","    1","    5","    1","    1","    0","    0","    2","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    0","   69","    0","    0","    0","    2","    0","    0","    0","    2","   18","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   44","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   20","   16","    0","    0","    1","    0","    5","    0","    1","    2","    0","    0","    0","    0","  302","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    1","    0","    0","    0","    0","    0"
NA,"13800","    2","    0","    0","    0","    0","    0","    1","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   58","    0","    0","    0","    2","    1","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   21","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   17","   13","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","  297","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   15","    1","    0","    0","    0","    0"
NA,"14000","    2","    1","    0","    0","    0","    0","    3","    0","    0","    0","   16","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  224","    0","    0","    0","    1","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   25","    2","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","  207","   25","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","   42","    0","    0","    0","    0","    0"
NA,"14200","    2","    0","    0","    1","    0","    0","    0","    0","    0","    1","    1","    1","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","   79","    0","    3","    0","    1","    0","    0","    0","    0","   12","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    4","   24","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   16","    6","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    1","  336","   12","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    8","    1","    0","    0","    0","    0"
NA,"14500",NA,"    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","  318","    0","    0","    0","    0","    1","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   23","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    6","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   84","    7","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   69","    0","    0","    0","    0","    0"
NA,"14600","    3","    0","    0","    0","    0","    0","    2","    0","    0","    0","   32","    0","    0","    0","    0","    0","    4","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","   10","    0","  294","    0","    0","    0","    1","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   32","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","   11","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","  177","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   56","    0","    0","    0","    0","    0"
